58579.554602	0.000069	0.028157	0.002638
58579.554594	0.000086	0.025414	0.002458
58579.554680	0.000086	0.029624	0.002571
58579.554767	0.000086	0.022566	0.002608
58579.554853	0.000086	0.027971	0.002631
58579.554940	0.000086	0.021837	0.002992
58579.555026	0.000086	0.024360	0.002942
58579.555113	0.000086	0.021735	0.003073
58579.555199	0.000086	0.028663	0.002610
58579.555286	0.000086	0.032262	0.002785
58579.555373	0.000086	0.024752	0.002504
58579.555459	0.000086	0.029029	0.003032
58579.555546	0.000086	0.021787	0.003287
58579.555632	0.000086	0.021904	0.002764
58579.555719	0.000086	0.024809	0.002749
58579.555805	0.000086	0.025964	0.002900
58579.555892	0.000086	0.026259	0.002939
58579.555978	0.000086	0.019745	0.002696
58579.556065	0.000086	0.026347	0.002876
58579.556152	0.000086	0.026934	0.002424
58579.556238	0.000086	0.028789	0.002593
58579.556325	0.000086	0.030815	0.002415
58579.556411	0.000086	0.026921	0.002061
58579.556498	0.000086	0.027815	0.002096
58579.556584	0.000086	0.027485	0.002374
58579.556671	0.000086	0.026937	0.002411
58579.556757	0.000086	0.028621	0.002647
58579.556844	0.000086	0.031189	0.002419
58579.556931	0.000086	0.031115	0.002603
58579.557017	0.000086	0.028535	0.002625
58579.557104	0.000086	0.029492	0.002525
58579.557190	0.000086	0.026250	0.002166
58579.557277	0.000086	0.035347	0.002117
58579.557363	0.000086	0.032842	0.002149
58579.557450	0.000086	0.030351	0.002137
58579.557536	0.000086	0.035100	0.002313
58579.557623	0.000086	0.034647	0.002509
58579.557710	0.000086	0.033869	0.002312
58579.557796	0.000086	0.029912	0.002237
58579.557883	0.000086	0.034105	0.002244
58579.557969	0.000086	0.035519	0.002396
58579.558056	0.000086	0.034064	0.002382
58579.558142	0.000086	0.032199	0.002189
58579.558229	0.000086	0.029788	0.002350
58579.558315	0.000086	0.028021	0.002057
58579.558402	0.000086	0.031582	0.002470
58579.558489	0.000086	0.031631	0.002472
58579.558575	0.000086	0.030305	0.002336
58579.558662	0.000086	0.029903	0.002620
58579.558748	0.000086	0.029714	0.002645
58579.558835	0.000086	0.039069	0.002389
58579.558921	0.000086	0.032780	0.002433
58579.559008	0.000086	0.032060	0.002357
58579.559094	0.000086	0.036779	0.002449
58579.559181	0.000086	0.028227	0.002342
58579.559268	0.000086	0.032583	0.002569
58579.559354	0.000086	0.034602	0.002342
58579.559441	0.000086	0.026160	0.002623
58579.559527	0.000086	0.033046	0.002572
58579.559614	0.000086	0.030849	0.002444
58579.559700	0.000086	0.033300	0.002668
58579.559787	0.000086	0.030727	0.002457
58579.559873	0.000086	0.030153	0.002641
58579.559960	0.000086	0.029543	0.002445
58579.560046	0.000086	0.037775	0.002691
58579.560133	0.000086	0.029223	0.002407
58579.560220	0.000086	0.032980	0.002325
58579.560306	0.000086	0.031445	0.002535
58579.560393	0.000086	0.032321	0.002642
58579.560479	0.000086	0.030508	0.002657
58579.560566	0.000086	0.034422	0.002876
58579.560652	0.000086	0.036424	0.002928
58579.560739	0.000086	0.033524	0.002559
58579.560825	0.000086	0.036164	0.002537
58579.560912	0.000086	0.033572	0.002675
58579.560999	0.000086	0.037077	0.002820
58579.561085	0.000086	0.037570	0.003016
58579.561172	0.000086	0.042586	0.002979
58579.561258	0.000086	0.029331	0.002978
58579.561345	0.000086	0.030950	0.002824
58579.561431	0.000086	0.034030	0.002995
58579.561518	0.000086	0.028746	0.003036
58579.561604	0.000086	0.033341	0.003141
58579.561691	0.000086	0.034372	0.003497
58579.561778	0.000086	0.033818	0.003734
58579.561864	0.000086	0.030735	0.009513
58579.562037	0.000086	0.035119	0.019647
58579.562124	0.000086	0.014613	0.017711
58579.562210	0.000086	0.021391	0.077789
58579.562470	0.000086	0.018511	0.012301
58579.562557	0.000086	0.040198	0.007789
58579.562643	0.000086	0.040863	0.006259
58579.562730	0.000086	0.031679	0.005247
58579.562816	0.000086	0.041743	0.004765
58579.562903	0.000086	0.036291	0.004097
58579.562989	0.000086	0.031256	0.003697
58579.563076	0.000086	0.039152	0.003368
58579.563162	0.000086	0.030475	0.003289
58579.563249	0.000086	0.035947	0.003433
58579.563336	0.000086	0.035502	0.002975
58579.563422	0.000086	0.031218	0.003171
58579.563509	0.000086	0.033906	0.003497
58579.563595	0.000086	0.031962	0.003042
58579.563682	0.000086	0.035289	0.003180
58579.563768	0.000086	0.029994	0.002973
58579.563855	0.000086	0.036528	0.003410
58579.563941	0.000086	0.035394	0.003800
58579.564028	0.000086	0.034149	0.004144
58579.564114	0.000086	0.030735	0.004024
58579.564201	0.000086	0.029477	0.004249
58579.564288	0.000086	0.038162	0.004373
58579.564374	0.000086	0.028800	0.003881
58579.564461	0.000086	0.030975	0.003324
58579.564547	0.000086	0.035260	0.003239
58579.564634	0.000086	0.037416	0.003413
58579.564720	0.000086	0.035571	0.003433
58579.564807	0.000086	0.030113	0.003192
58579.564893	0.000086	0.031296	0.003035
58579.564980	0.000086	0.031071	0.002856
58579.565067	0.000086	0.032684	0.003172
58579.565153	0.000086	0.036146	0.003315
58579.565240	0.000086	0.033587	0.003995
58579.565326	0.000086	0.031448	0.005881
58579.565413	0.000086	0.029854	0.004645
58579.565499	0.000086	0.035183	0.003900
58579.565586	0.000086	0.021372	0.004414
58579.565672	0.000086	0.029531	0.004096
58579.565759	0.000086	0.030767	0.003798
58579.565846	0.000086	0.025501	0.003506
58579.565932	0.000086	0.036037	0.003513
58579.566019	0.000086	0.029779	0.003659
58579.566105	0.000086	0.030090	0.003570
